granule_id,area
1000,18.0
1001,383.0
1002,50.0
1003,43.0
1004,36.0
1005,43.0
1006,129.0
1007,91.0
1008,52.0
1009,221.0
1010,954.0
1011,94.0
1012,210.0
1013,1090.0
1014,53.0
1015,74.0
1016,25.0
1017,69.0
1018,399.0
1019,544.0
1020,94.0
1021,1277.0
1022,234.0
1023,234.0
1024,68.0
1025,255.0
1026,79.0
1027,40.0
1028,120.0
1029,28.0
1030,202.0
1031,112.0
1032,21.0
1033,110.0
1034,136.0
1035,278.0
1036,107.0
1037,131.0
1038,20.0
1039,37.0
1040,993.0
1041,27.0
1042,17.0
1043,94.0
1044,1208.0
1045,37.0
1046,69.0
1047,46.0
1048,51.0
1049,30.0
1050,478.0
1051,43.0
1052,292.0
1053,361.0
1054,627.0
1055,93.0
1056,128.0
1057,192.0
1058,44.0
1059,116.0
1060,368.0
1061,749.0
1062,151.0
1063,18.0
1064,189.0
1065,1205.0
1066,21.0
1067,76.0
1068,132.0
1069,47.0
1070,92.0
1071,66.0
1072,37.0
1073,19.0
1074,49.0
1075,249.0
1076,400.0
1077,146.0
1078,19.0
1079,199.0
1080,329.0
1081,37.0
1082,259.0
1083,670.0
1084,11.0
1085,54.0
1086,694.0
1087,32.0
1088,29.0
1089,233.0
1090,102.0
1091,44.0
1092,12.0
1093,490.0
1094,40.0
1095,107.0
1096,265.0
1097,32.0
1098,73.0
1099,528.0
1100,1525.0
1101,542.0
1102,55.0
1103,19.0
1104,27.0
1105,713.0
1106,726.0
1107,417.0
1108,104.0
1109,81.0
1110,284.0
1111,300.0
1112,1076.0
1113,71.0
1114,34.0
1115,262.0
1116,283.0
1117,211.0
1118,642.0
1119,457.0
1120,91.0
1121,20.0
1122,15.0
1123,404.0
1124,34.0
1125,507.0
1126,102.0
1127,985.0
1128,16.0
1129,111.0
1130,92.0
1131,176.0
1132,74.0
1133,106.0
1134,59.0
1135,278.0
1136,169.0
1137,477.0
1138,356.0
1139,10.0
1140,692.0
1141,379.0
1142,892.0
1143,10.0
1144,955.0
1145,31.0
1146,84.0
1147,26.0
1148,120.0
1149,48.0
1150,1298.0
1151,506.0
1152,140.0
1153,36.0
1154,526.0
1155,580.0
1156,333.0
1157,47.0
1158,219.0
1159,365.0
1160,21.0
1161,10.0
1162,98.0
1163,55.0
1164,77.0
1165,80.0
1166,338.0
1167,49.0
1168,258.0
1169,934.0
1170,81.0
1171,37.0
1172,47.0
1173,10.0
1174,14.0
1175,280.0
1176,452.0
1177,422.0
1178,146.0
1179,28.0
1180,262.0
1181,220.0
1182,104.0
1183,491.0
1184,75.0
1185,83.0
1186,357.0
1187,27.0
1188,230.0
1189,213.0
1190,492.0
1191,109.0
1192,94.0
1193,232.0
1194,83.0
1195,445.0
1196,76.0
1197,246.0
1198,128.0
1199,175.0
1200,27.0
1201,659.0
1202,74.0
1203,121.0
1204,231.0
1205,735.0
1206,158.0
1207,117.0
1208,43.0
1209,42.0
1210,17.0
1211,387.0
1212,28.0
1213,43.0
1214,64.0
1215,409.0
1216,157.0
1217,724.0
1218,317.0
1219,794.0
1220,33.0
1221,62.0
1222,485.0
1223,325.0
1224,2078.0
1225,78.0
1226,229.0
1227,288.0
1228,48.0
1229,53.0
1230,17.0
1231,556.0
1232,345.0
1233,53.0
1234,544.0
1235,38.0
1236,251.0
1237,1393.0
1238,682.0
1239,91.0
1240,33.0
1241,22.0
1242,16.0
1243,635.0
1244,128.0
1245,219.0
1246,238.0
1247,56.0
1248,86.0
1249,789.0
1250,23.0
1251,43.0
1252,1131.0
1253,615.0
1254,30.0
1255,114.0
1256,55.0
1257,75.0
1258,176.0
1259,50.0
1260,581.0
1261,1173.0
1262,63.0
1263,153.0
1264,50.0
1265,11.0
1266,38.0
1267,56.0
1268,634.0
1269,21.0
1270,479.0
1271,40.0
1272,122.0
1273,12.0
1274,238.0
1275,372.0
1276,151.0
1277,12.0
1278,624.0
1279,23.0
1280,653.0
1281,159.0
1282,47.0
1283,163.0
1284,509.0
1285,163.0
1286,42.0
1287,32.0
1288,228.0
1289,317.0
1290,154.0
1291,24.0
1292,90.0
1293,116.0
1294,55.0
1295,293.0
1296,74.0
1297,208.0
1298,237.0
1299,184.0
1300,21.0
1301,523.0
1302,128.0
1303,401.0
1304,452.0
1305,15.0
1306,308.0
1307,11.0
1308,77.0
1309,801.0
1310,56.0
1311,123.0
1312,285.0
1313,130.0
1314,78.0
1315,29.0
1316,71.0
1317,13.0
1318,12.0
1319,45.0
1320,163.0
1321,356.0
1322,36.0
1323,65.0
1324,212.0
1325,314.0
1326,229.0
1327,48.0
1328,34.0
1329,477.0
1330,24.0
1331,164.0
1332,286.0
1333,95.0
1334,63.0
1335,335.0
1336,326.0
1337,142.0
1338,531.0
1339,46.0
1340,72.0
1341,27.0
1342,23.0
1343,506.0
1344,28.0
1345,27.0
1346,795.0
1347,74.0
1348,11.0
1349,466.0
1350,296.0
1351,400.0
1352,587.0
1353,132.0
1354,166.0
1355,277.0
1356,127.0
1357,55.0
1358,13.0
1359,640.0
1360,282.0
1361,200.0
1362,151.0
1363,80.0
1364,31.0
1365,372.0
1366,20.0
1367,415.0
1368,474.0
1369,744.0
1370,447.0
1371,1043.0
1372,417.0
1373,814.0
1374,531.0
1375,85.0
1376,160.0
1377,115.0
1378,66.0
1379,623.0
1380,27.0
1381,52.0
1382,121.0
1383,95.0
1384,124.0
1385,26.0
1386,75.0
1387,771.0
1388,99.0
1389,251.0
1390,82.0
1391,357.0
1392,19.0
1393,224.0
1394,82.0
1395,187.0
1396,24.0
1397,20.0
1398,35.0
1399,74.0
1400,223.0
1401,59.0
1402,33.0
1403,201.0
1404,152.0
1405,957.0
1406,37.0
1407,73.0
1408,162.0
1409,496.0
1410,904.0
1411,252.0
1412,228.0
1413,65.0
1414,70.0
1415,81.0
1416,33.0
1417,161.0
1418,377.0
1419,99.0
1420,41.0
1421,65.0
1422,138.0
1423,30.0
1424,966.0
1425,258.0
1426,43.0
1427,41.0
1428,42.0
1429,717.0
1430,104.0
1431,268.0
1432,406.0
1433,38.0
1434,503.0
1435,323.0
1436,129.0
1437,387.0
1438,17.0
1439,24.0
1440,257.0
1441,1127.0
1442,437.0
1443,102.0
1444,193.0
1445,160.0
1446,81.0
1447,66.0
1448,10.0
1449,123.0
1450,258.0
1451,86.0
1452,551.0
1453,891.0
1454,1104.0
1455,78.0
1456,105.0
1457,18.0
1458,66.0
1459,131.0
1460,168.0
1461,478.0
1462,94.0
1463,102.0
1464,242.0
1465,1508.0
1466,34.0
1467,197.0
1468,25.0
1469,265.0
1470,69.0
1471,164.0
1472,17.0
1473,205.0
1474,856.0
1475,1962.0
1476,89.0
1477,23.0
1478,619.0
1479,582.0
1480,1122.0
1481,324.0
1482,1153.0
1483,133.0
1484,1811.0
1485,364.0
1486,924.0
1487,10.0
1488,391.0
1489,91.0
1490,43.0
1491,42.0
1492,191.0
1493,1040.0
1494,654.0
1495,234.0
1496,29.0
1497,146.0
1498,57.0
1499,1205.0
1500,172.0
1501,570.0
1502,11.0
1503,34.0
1504,145.0
1505,80.0
1506,152.0
1507,123.0
1508,202.0
1509,22.0
1510,2489.0
1511,228.0
1512,527.0
1513,30.0
1514,68.0
1515,880.0
1516,12.0
1517,130.0
1518,1141.0
1519,60.0
1520,155.0
1521,83.0
1522,72.0
1523,287.0
1524,698.0
1525,197.0
1526,24.0
1527,174.0
1528,527.0
1529,493.0
1530,61.0
1531,34.0
1532,65.0
1533,30.0
1534,76.0
1535,182.0
1536,142.0
1537,42.0
1538,23.0
1539,649.0
1540,303.0
1541,93.0
1542,372.0
1543,14.0
1544,78.0
1545,13.0
1546,50.0
1547,104.0
1548,11.0
1549,87.0
1550,238.0
1551,58.0
1552,73.0
1553,262.0
1554,70.0
1555,455.0
1556,22.0
1557,114.0
1558,829.0
1559,21.0
1560,1019.0
1561,213.0
1562,1177.0
1563,479.0
1564,47.0
1565,45.0
1566,990.0
1567,350.0
1568,130.0
1569,40.0
1570,45.0
1571,665.0
1572,17.0
1573,218.0
1574,14.0
1575,23.0
1576,21.0
1577,102.0
1578,335.0
1579,13.0
1580,509.0
1581,440.0
1582,511.0
1583,206.0
1584,891.0
1585,44.0
1586,50.0
1587,1367.0
1588,207.0
1589,182.0
1590,151.0
1591,261.0
1592,52.0
1593,407.0
1594,708.0
1595,238.0
1596,119.0
1597,53.0
1598,120.0
1599,24.0
1600,212.0
1601,45.0
1602,61.0
1603,18.0
1604,247.0
1605,297.0
1606,541.0
1607,34.0
1608,189.0
1609,85.0
1610,72.0
1611,21.0
1612,217.0
1613,36.0
1614,301.0
1615,32.0
1616,70.0
1617,216.0
1618,23.0
1619,304.0
1620,40.0
1621,71.0
1622,131.0
1623,61.0
1624,153.0
1625,1228.0
1626,264.0
1627,24.0
1628,156.0
1629,567.0
1630,308.0
1631,16.0
1632,82.0
1633,19.0
1634,84.0
1635,76.0
1636,475.0
1637,177.0
1638,154.0
1639,67.0
1640,377.0
1641,605.0
1642,47.0
1643,178.0
1644,509.0
1645,759.0
1646,10.0
1647,31.0
1648,16.0
1649,183.0
1650,165.0
1651,36.0
1652,626.0
1653,148.0
1654,130.0
1655,417.0
1656,100.0
1657,1089.0
1658,21.0
1659,33.0
1660,141.0
1661,24.0
1662,74.0
1663,180.0
1664,117.0
1665,585.0
1666,75.0
1667,87.0
1668,310.0
1669,13.0
1670,594.0
1671,319.0
1672,59.0
1673,845.0
1674,154.0
1675,11.0
1676,174.0
1677,119.0
1678,290.0
1679,149.0
1680,101.0
1681,623.0
1682,141.0
1683,120.0
1684,74.0
1685,396.0
1686,834.0
1687,760.0
1688,15.0
1689,72.0
1690,806.0
1691,178.0
1692,104.0
1693,29.0
1694,471.0
1695,229.0
1696,128.0
1697,10.0
1698,191.0
1699,348.0
1700,37.0
1701,241.0
1702,488.0
1703,208.0
1704,268.0
1705,64.0
1706,28.0
1707,40.0
1708,132.0
1709,140.0
1710,119.0
1711,24.0
1712,629.0
1713,1213.0
1714,261.0
1715,557.0
1716,164.0
1717,314.0
1718,63.0
1719,894.0
1720,860.0
1721,122.0
1722,100.0
1723,229.0
1724,430.0
1725,125.0
1726,100.0
1727,1162.0
1728,94.0
1729,52.0
1730,86.0
1731,654.0
1732,123.0
1733,34.0
1734,16.0
1735,229.0
1736,24.0
1737,11.0
1738,159.0
1739,183.0
1740,225.0
1741,40.0
1742,1628.0
1743,176.0
1744,54.0
1745,41.0
1746,307.0
1747,643.0
1748,167.0
1749,44.0
1750,14.0
1751,69.0
1752,683.0
1753,1624.0
1754,74.0
1755,74.0
1756,1433.0
1757,926.0
1758,756.0
1759,1822.0
1760,202.0
1761,232.0
1762,172.0
1763,477.0
1764,398.0
1765,282.0
1766,1110.0
1767,331.0
1768,440.0
1769,327.0
1770,78.0
1771,126.0
1772,86.0
1773,64.0
1774,352.0
1775,51.0
1776,46.0
1777,1644.0
1778,83.0
1779,46.0
1780,68.0
1781,1035.0
1782,273.0
1783,118.0
1784,32.0
1785,88.0
1786,151.0
1787,12.0
1788,170.0
1789,37.0
1790,333.0
1791,43.0
1792,49.0
1793,153.0
1794,940.0
1795,89.0
1796,66.0
1797,276.0
1798,55.0
1799,174.0
1800,235.0
1801,47.0
1802,191.0
1803,10.0
1804,38.0
1805,52.0
1806,95.0
1807,32.0
1808,73.0
1809,2365.0
1810,12.0
1811,28.0
1812,134.0
1813,290.0
1814,140.0
1815,10.0
1816,94.0
1817,24.0
1818,186.0
1819,127.0
1820,313.0
1821,162.0
1822,310.0
1823,304.0
1824,355.0
1825,26.0
1826,63.0
1827,315.0
1828,27.0
1829,400.0
1830,616.0
1831,532.0
1832,28.0
1833,84.0
1834,350.0
1835,57.0
1836,12.0
1837,106.0
1838,27.0
1839,477.0
1840,79.0
1841,42.0
1842,46.0
1843,76.0
1844,515.0
1845,235.0
1846,14.0
1847,18.0
1848,170.0
1849,137.0
1850,10.0
1851,38.0
1852,112.0
1853,190.0
1854,659.0
1855,123.0
1856,168.0
1857,62.0
1858,143.0
1859,359.0
1860,80.0
1861,50.0
1862,38.0
1863,166.0
1864,27.0
1865,26.0
1866,32.0
1867,125.0
1868,88.0
1869,957.0
1870,54.0
1871,90.0
1872,81.0
1873,153.0
1874,207.0
1875,101.0
1876,644.0
1877,78.0
1878,363.0
1879,28.0
1880,22.0
1881,227.0
1882,20.0
1883,149.0
1884,432.0
1885,354.0
1886,939.0
1887,10.0
1888,40.0
1889,68.0
1890,63.0
1891,57.0
1892,507.0
1893,59.0
1894,863.0
1895,18.0
1896,480.0
1897,64.0
1898,417.0
1899,136.0
1900,203.0
1901,13.0
1902,815.0
1903,100.0
1904,84.0
1905,457.0
1906,51.0
1907,115.0
1908,27.0
1909,94.0
1910,153.0
1911,117.0
1912,41.0
1913,21.0
1914,290.0
1915,93.0
1916,85.0
1917,193.0
1918,441.0
1919,160.0
1920,847.0
1921,95.0
1922,185.0
1923,63.0
1924,467.0
1925,1360.0
1926,51.0
1927,45.0
1928,851.0
1929,256.0
1930,254.0
1931,88.0
1932,147.0
1933,39.0
1934,255.0
1935,77.0
1936,74.0
1937,59.0
1938,79.0
1939,96.0
1940,23.0
1941,98.0
1942,896.0
1943,284.0
1944,25.0
1945,100.0
1946,63.0
1947,55.0
1948,149.0
1949,45.0
1950,89.0
1951,36.0
1952,81.0
1953,436.0
1954,1303.0
1955,28.0
1956,70.0
1957,835.0
1958,323.0
1959,82.0
1960,2624.0
1961,429.0
1962,19.0
1963,230.0
1964,102.0
1965,313.0
1966,188.0
1967,1592.0
1968,776.0
1969,960.0
1970,30.0
1971,116.0
1972,35.0
1973,39.0
1974,356.0
1975,112.0
1976,33.0
1977,40.0
1978,271.0
1979,783.0
1980,100.0
1981,60.0
1982,106.0
1983,11.0
1984,205.0
1985,23.0
1986,421.0
1987,30.0
1988,121.0
1989,136.0
1990,74.0
1991,29.0
1992,11.0
1993,101.0
1994,71.0
1995,552.0
1996,730.0
1997,117.0
1998,26.0
1999,39.0
2000,84.0
2001,492.0
2002,143.0
2003,22.0
2004,364.0
2005,823.0
2006,920.0
2007,400.0
2008,252.0
2009,167.0
2010,538.0
2011,384.0
2012,17.0
2013,909.0
2014,149.0
2015,49.0
2016,93.0
2017,290.0
2018,11.0
2019,521.0
2020,467.0
2021,253.0
2022,295.0
2023,255.0
2024,491.0
2025,167.0
2026,20.0
2027,106.0
2028,129.0
2029,39.0
2030,10.0
2031,130.0
2032,535.0
2033,234.0
2034,111.0
2035,33.0
2036,394.0
2037,135.0
2038,37.0
2039,941.0
2040,219.0
2041,81.0
2042,164.0
2043,371.0
2044,162.0
2045,188.0
2046,96.0
2047,343.0
2048,41.0
2049,321.0
2050,1231.0
2051,576.0
2052,196.0
2053,114.0
2054,773.0
2055,18.0
2056,129.0
2057,70.0
2058,46.0
2059,24.0
2060,474.0
2061,73.0
2062,62.0
2063,215.0
2064,20.0
2065,269.0
2066,767.0
2067,465.0
2068,1192.0
2069,28.0
2070,16.0
2071,185.0
2072,99.0
2073,121.0
2074,234.0
2075,251.0
2076,14.0
2077,74.0
2078,204.0
2079,57.0
2080,310.0
2081,18.0
2082,172.0
2083,28.0
2084,640.0
2085,43.0
2086,487.0
2087,155.0
2088,359.0
2089,433.0
2090,40.0
2091,61.0
2092,19.0
2093,991.0
2094,213.0
2095,26.0
2096,506.0
2097,150.0
2098,11.0
2099,279.0
2100,31.0
2101,77.0
2102,14.0
2103,791.0
2104,176.0
2105,26.0
2106,1537.0
2107,50.0
2108,216.0
2109,186.0
2110,20.0
2111,147.0
2112,606.0
2113,177.0
2114,250.0
2115,15.0
2116,362.0
2117,640.0
2118,136.0
2119,375.0
2120,114.0
2121,532.0
2122,14.0
2123,62.0
2124,1365.0
2125,16.0
